PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307541172,23042128,99,2023-03-22T14:30:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2108,6,1,-80.0219684615574,40.4512177173984
307542231,23042111,0,2023-03-22T14:15:00,"Smithfield St & Strawberry Way Pittsburgh, PA 15219",Y,Central Business District,2,99,601.16 Public Urination And Defecation,201,6,6,-79.9972892565907,40.4421513114828
307553636,23042140,18,2023-03-22T14:30:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1302,9,2,-79.8963011486807,40.4574046588471
307571718,23042303,10,2023-03-22T19:25:00,"600 Block Climax St Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 13(a)(31) Marijuana: Possession Small Amount / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 901 Criminal Attempt / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 2709.2 Stalking Conduct or Repeatedly Communicates,1803,3,5,-79.9973087950704,40.4199201449162
307573821,23041682,0,2023-03-21T17:35:00,"50 Block Carrick Ave Pittsburgh, PA 15210",Y,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,4,3,-79.9823790579746,40.388760860011
308043940,23045561,10,2023-03-28T16:25:00,"Elsie St & Eleanor St Pittsburgh, PA 15210",Y,South Side Slopes,3,SIMPLE ASSAULT,2709(a) Harassment. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1603,3,3,-79.9730571206321,40.4165747303601
307801016,23043372,29,2023-03-24T18:50:00,"300 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,LOCATED RUNAWAY - OUTSIDE CITY,0291 Located Runaway - Outside City,3001,3,5,-79.9930100472604,40.4113600917377
307804521,23043503,6,2023-03-25T00:04:00,"Centre Ave & Crawford St Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.986013208633,40.4410376076451
307804982,23043589,0,2023-03-25T04:00:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Central Business District,2,99,9994 PFA Service,201,,,,
307805816,23043570,0,2023-03-25T03:11:00,"Van Braam St & Tustin St Pittsburgh, PA 15219",N,Bluff,2,99,8106 Shots Fired,103,6,3,-79.9827055858807,40.4371172951518
307835591,23043863,4,2023-03-25T16:26:00,"800 Block Climax St Pittsburgh, PA 15210",Y,Allentown,3,AGG-ASSAULT,2702 Aggravated Assault. / 2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,1803,3,5,-79.9936600779772,40.419975428932
307805356,23043494,1,2023-03-25T03:06:00,"7700 Block Frankstown Ave Pittsburgh, PA 15221",N,Homewood North,5,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1301,9,2,-79.8880650103266,40.4555187260047
-3544013921,23043645,6,2023-03-25T08:48:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
307830344,23043764,10,2023-03-25T13:42:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood North,5,SIMPLE ASSAULT,2701 Simple Assault.,1302,9,2,-79.8962697958446,40.4573889187146
307833907,23043979,10,2023-03-25T18:57:00,"Liberty Ave & 9th St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.9979769771419,40.442944542297
307843466,23043813,6,2023-03-23T23:59:00,"400 Block Selma St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.9241233067507,40.4650282213394
307849194,23044180,27,2023-03-26T01:15:00,"Herron Ave & Paulowna St Pittsburgh, PA 15219",Y,Polish Hill,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,605,7,6,-79.9659415888294,40.4557433169873
307849943,23044263,0,2023-03-26T05:25:00,"800 Block N Homewood Ave Pittsburgh, PA 15208",N,Homewood South,5,99,8106 Shots Fired,1303,9,2,-79.8963992287735,40.4565221198908
308061400,23045788,6,2023-03-29T01:07:00,"100 Block 9th St Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 9498 302 (Mental) / 1501 Drivers Required to be Licensed.,201,,,,
308357368,23048130,6,2023-04-02T03:11:00,"3200 Block Central Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2715,1,1,-80.0273883588974,40.4752511144188
308501015,23049382,0,2023-04-01T12:00:00,"1900 Block Pioneer Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1917,4,5,-80.0160585948811,40.4040374887942
307642186,23038160,6,2023-03-15T09:00:00,"2200 Block Broadway Ave Pittsburgh, PA 15216",Y,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3304 Criminal Mischief. / 3928 Unauthorized Use of Automobile and Other Vehicles. / 1.3(1) Own or Operate a Chop Shop,1920,4,5,-80.0306829529993,40.4037896908084
307671766,23042721,23,2023-03-23T14:55:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.9974088316752,40.4415332222525
307699184,23042846,23,2023-03-23T19:15:00,"Strawberry Way & Smithfield St Pittsburgh, PA 15219",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.9972892565907,40.4421513114828
307713034,23042987,99,2023-03-24T02:17:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9960409452176,40.4350395659105
307756626,23043060,6,2023-03-24T08:47:00,"400 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2706 Terroristic Threats.,201,6,6,-79.9993229906853,40.4387869875112
308040965,23045557,10,2023-03-27T15:25:00,"100 Block Tecumseh St Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1515,,,,
308104313,23046005,10,2023-03-29T13:20:00,"Federal St N & Citron Way Pittsburgh, PA 15212",N,Central North Side,1,SIMPLE ASSAULT,2701 Simple Assault.,2206,1,1,-80.0067939958328,40.45594541057
308105918,23045886,99,2023-03-29T09:07:00,"5000 Block Ladora Way Pittsburgh, PA 15207",N,Hazelwood,4,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1501,5,3,-79.9475585058881,40.4077454936109
308125937,23046197,0,2023-03-29T18:00:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,99,13(a)(12) Obtaining Cont. Subst. by Fraudulent Means,2708,1,1,-80.0351980801124,40.483254528056
308135588,23046306,14,2023-03-30T01:27:00,"600 Block Eureka St Pittsburgh, PA 15210",Y,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9498 302 (Mental),1803,3,5,-79.9974497354888,40.4237168552772
308184756,23046673,5,2023-03-30T16:46:00,"1600 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,BURGLARY,3502 Burglary. / 2701 Simple Assault.,2814,2,5,-80.0517211569882,40.4474571259641
-3592042475,23048453,27,2023-04-02T19:39:00,"700 Block Bay Ridge Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1918,4,5,-80.0238954932468,40.3928140601475
307844086,23039698,4,2023-03-25T22:00:00,"Hamilton Ave & Collier St Pittsburgh, PA 15206",Y,Larimer,5,AGG-ASSAULT,"2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 9501 Bench Warrant / 3732.1 Aggravated Assault by Vehicle / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 6110.2 Possesion of Firearm with Altered Mfg. Number / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 3736 Reckless Driving",1208,9,2,-79.892995636227,40.4536074555098
307845213,23044078,18,2023-03-25T22:00:00,"Hamilton Ave & Collier St Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,1303,9,2,-79.892995636227,40.4536074555098
307848823,23044181,21,2023-03-26T01:39:00,"12th St & Liberty Ave Pittsburgh, PA 15222",Y,Strip District,2,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 3334 Turning Movements and Required Signals. / 3736 Reckless Driving / 3714 Careless Driving,203,7,6,-79.9918244029927,40.4452250669107
307852409,23044289,14,2023-03-26T08:35:00,"1900 Block Ley St Pittsburgh, PA 15212",N,Troy Hill,1,CRIM MISCHIEF,3304 Criminal Mischief.,2406,1,1,-79.9817649953327,40.4660159126485
307871785,23044520,99,2023-03-26T17:30:00,"300 Block Devonshire St Pittsburgh, PA 15213",N,Shadyside,4,MENTAL 201/302,9498 302 (Mental),709,8,2,-79.946391888786,40.4535587617986
307871290,23044589,99,2023-03-26T19:39:00,"700 Block Walter St Pittsburgh, PA 15210",N,Allentown,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1803,,,,
307876558,23044608,6,2023-03-26T20:30:00,"1300 Block Earlham St Pittsburgh, PA 15205",N,Bluff,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,103,,,,
307887126,23044669,99,2023-03-27T00:27:00,"1000 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,AIDED CASE,9497 Aided Case / 9498 302 (Mental),509,6,3,-79.9796325807069,40.4495921844513
307887549,23044700,0,2023-03-27T02:04:00,"2900 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0504727015163,40.4567405376425
307890121,23044730,6,2023-03-27T05:10:00,"500 Block Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud / 3304 Criminal Mischief.,201,6,6,-79.9970895748162,40.4365703379018
-3562043763,23044298,14,2023-03-26T08:45:00,"1500 Block West Liberty Ave Pittsburgh, PA 15226",N,Brookline,6,CRIM MISCHIEF,3304 Criminal Mischief.,1917,4,5,-80.0159293680055,40.4105159710503
307855273,23043060,6,2023-03-24T08:47:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2706 Terroristic Threats.,201,6,6,-79.9960409452176,40.4350395659105
307856201,23044296,0,2023-03-26T08:49:00,"800 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,99,3503(a) Criminal Trespass,1806,,,,
307860156,23042671,10,2023-03-15T08:00:00,"800 Block Inwood St Pittsburgh, PA 15208",N,Homewood West,5,SIMPLE ASSAULT,2701 Simple Assault.,1207,9,2,-79.9049807901523,40.4581829504096
307880095,23044611,14,2023-03-26T20:43:00,"100 Block Shetland St Pittsburgh, PA 15206",Y,Larimer,5,CRIM MISCHIEF,3304 Criminal Mischief.,1204,9,2,-79.912178898688,40.4661874876226
307911413,23044748,6,2023-03-27T07:20:00,"300 Block S  Negley Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1106,9,2,-79.9291230901834,40.4656630058358
306755969,23037297,0,2023-03-13T13:24:00,"Sandusky St S & Isabella St Pittsburgh, PA 15212",N,North Shore,1,99,9999 9999 - (Misc. Incident): ,2205,1,6,-80.0020584294991,40.4479381002153
306778093,23037460,23,2023-03-13T18:45:00,"1st Ave & Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-80.0005496214166,40.4372427419133
306779910,23037343,27,2023-03-13T15:00:00,"800 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020,,,,
306781839,23037415,99,2023-03-13T17:15:00,"1300 Block Wareman Ave Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1918,4,5,-80.0124908014645,40.3903501839503
306818024,23037627,5,2023-03-14T05:37:00,"2800 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,BURGLARY,3502 Burglary.,509,6,3,-79.969423761028,40.4520111552527
306855283,23037701,6,2023-03-13T17:20:00,"500 Block Tripoli St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2304,1,1,-80.0009402466981,40.456257946231
306866186,23037719,6,2023-03-14T10:03:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
308025696,23045466,99,2023-03-28T13:46:00,"Cedar Ave & Suismon St Pittsburgh, PA 15212",N,Allegheny Center,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2204,1,1,-80.0021970793841,40.45488935681
308132946,23046277,6,2023-03-29T21:15:00,"1400 Block Oakridge St Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1919,4,5,-80.0083723470264,40.3912580554396
308134318,23046299,10,2023-03-29T23:00:00,"900 Block Muldowney Ave Pittsburgh, PA 15207",Y,Lincoln Place,4,SIMPLE ASSAULT,2701 Simple Assault.,3102,,,-79.9220392924651,40.3682255696343
308254318,23047198,0,2023-03-31T16:11:00,"Middle St & Virgin Way Pittsburgh, PA 15212",Y,East Allegheny,1,99,9998 Overdose Other,2304,1,1,-79.9990986493229,40.4534380782182
308268664,23047497,26,2023-03-31T23:30:00,"1900 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,203,7,6,-79.9852707664901,40.4513333622184
308290560,23047692,0,2023-04-01T13:00:00,"900 Block Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,99,2709(a)(2) Harassment by Following Person in Public Place(s),1806,2,5,-80.0228567519789,40.426952035298
308311687,23048006,4,2023-04-01T22:43:00,"7700 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,AGG-ASSAULT,2702 Aggravated Assault. / 2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person.,1405,9,3,-79.893871347431,40.4463971633631
308323481,23048087,6,2023-04-02T01:00:00,"300 Block Redwood St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2901,,,,
308343514,23048354,6,2023-04-02T03:30:00,"Penn Ave & Exchange Way Pittsburgh, PA 15222",N,North Oakland,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,404,,,,
307774506,23043163,27,2023-03-24T12:07:00,"5th Ave & 6th Blvd Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9948298954743,40.4389589689029
-3562043717,23043174,99,2023-03-24T12:45:00,"2800 Block Ardsley Ave Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1918,,,,
-3594092523,23043201,11,2023-03-24T13:00:00,"90 Block Wyoming St Pittsburgh, PA 15211",Y,Mount Washington,3,CREDIT CARDS,4106 Access Device Fraud,1914,2,5,-80.0065953061199,40.4277408774628
307777176,23043167,10,2023-03-24T12:05:00,"8500 Block Frankstown Ave Pittsburgh, PA 15221",Y,East Hills,5,HARRASSMENT,2709(a) Harassment.,1306,9,2,-79.875426539487,40.458106277982
307793794,23043255,99,2023-03-24T17:52:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,6,6,-80.0016135634554,40.4388661322022
307794212,23043348,6,2023-03-23T13:00:00,"700 Block N Lang Ave Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1303,9,2,-79.8992389485716,40.4560674576418
307794609,23043311,18,2023-03-24T16:58:00,"Cedar Ave & East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4524 Windshield Obstructions and Wipers. / 3334 Turning Movements and Required Signals. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2204,1,1,-80.0016971601167,40.4533202110394
307794671,23040962,10,2023-03-20T08:00:00,Zone 1,N,,1,SIMPLE ASSAULT,2701 Simple Assault. / 3126(a)(7) Indecent assault of person under 13,,,,,
-3584000833,23043356,27,2023-03-24T18:15:00,"1900 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9845521819384,40.4507314569766
307795804,23043349,0,2023-03-24T18:30:00,"6800 Block Penn Ave Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): ,1405,8,3,-79.9103645691735,40.4526133743757
307797814,23043386,27,2023-03-24T13:41:00,"400 Block Cedarville St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,802,7,2,-79.9502315116931,40.4600585595362
307799207,23043424,10,2023-03-24T20:10:00,"300 Block Mt Pleasant Rd Pittsburgh, PA 15212",Y,Northview Heights,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2609,,,,
307802973,23043493,3,2023-03-24T23:46:00,"600 Block Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.9974088316752,40.4415332222525
307803709,23043481,99,2023-03-24T23:10:00,"2900 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2901,4,3,-79.9769380273535,40.3823647433724
307806392,23043554,4,2023-03-25T02:23:00,"200 Block Kingsboro St Pittsburgh, PA 15211",N,Mount Washington,3,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 3304 Criminal Mischief.,1807,3,5,-80.0024349863555,40.4217900651793
308046094,23045595,23,2023-03-28T14:37:00,"6th Ave & Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-79.9977344790324,40.4414644227404
308163226,23046557,10,2023-03-26T01:05:00,"7300 Block Race St Pittsburgh, PA 15208",Y,Homewood North,5,HARRASSMENT,2709(a) Harassment.,1302,9,2,-79.8935472949899,40.458345901223
308297172,23047851,0,2023-04-01T16:32:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0016237646793,40.4417809547139
308304499,23047976,6,2023-04-01T18:00:00,"300 Block Elysian St Pittsburgh, PA 15206",Y,Point Breeze,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,1404,8,3,-79.9140551718121,40.451814707815
308344271,23048324,10,2023-04-02T14:52:00,"Arlington Ave & E Carson St Pittsburgh, PA 15210",Y,Central Business District,3,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1921,3,5,-80.0013257995621,40.4308873617859
308345605,23048369,27,2023-04-02T16:45:00,"Banksville Ave & Potomac Ave Pittsburgh, PA 15216",N,Banksville,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,2023,2,5,-80.0414070715757,40.4036423640701
308346358,23048375,5,2023-04-02T16:50:00,"1700 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2901,,,,
308348408,23048412,10,2023-04-02T18:30:00,"1200 Block Woodbourne Ave Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT,2709 Harassment (Non-Specific),1918,4,5,-80.0162418202755,40.3884650486531
308349013,23048438,10,2023-04-02T19:07:00,"500 Block Market St Pittsburgh, PA 15222",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201,6,6,-80.0020864858761,40.441411799753
308350527,23048475,99,2023-04-02T20:41:00,"600 Block N Euclid Ave Pittsburgh, PA 15206",N,East Liberty,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1113,9,2,-79.9243830702743,40.4677866135142
308580985,23049852,0,2023-04-05T10:34:00,"1200 Block Schimmer St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,,,,
308619629,23049890,20,2023-04-05T11:40:00,"500 Block Sickles St Pittsburgh, PA 15221",Y,East Hills,5,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 9999 9999 - (Misc. Incident): Juvenile Found,1306,9,2,-79.8814074828142,40.4494658009468
307891050,23044696,99,2023-03-27T02:00:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2304,1,1,-79.9986796721415,40.4522188227154
307927152,23044751,0,2023-03-27T07:30:00,"2300 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,99,9998 Overdose Other,501,6,3,-79.9739501374565,40.4452063252642
307939496,23044897,4,2023-03-27T12:50:00,"300 Block Johnston Ave Pittsburgh, PA 15207",Y,Hazelwood,4,AGG-ASSAULT,"2707.1 Discharge of a Firearm into Occupied Structure / 2702 Aggravated Assault. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2705 Recklessly Endangering Another Person. / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1515,5,3,-79.9396965876991,40.4064512587527
